-.5212  -.5353
.5220  -.0891
-.8666  .9892
-.1680  .6590
-.9795  -.0886
-.3827  -.3841
.0947  -.0587
-.4061  -.3928
-.4339  -.4404
-.1042  -.8978
.9348  -.0073
-.1232  .1819
-.0815  .3197
-.4581  -.8274
.7254  -.3124
-.4000  -.8450
.3416  -.6139
-.7785  .8136
.1394  -.0714
.8162  .2303
.0354  .4896
.3076  -.3394
.1785  -.9627
-.7151  .7622
.4271  -.3826
-.7871  .3473
.6430  -.8823
-.1462  -.4332
-.9842  .4434
-.4150  .8298
.7730  -.2737
-.3521  -.6997
.2481  -.6809
-.6071  -.5757
.7133  .6338
-.6489  .7962
-.5617  -.5229
-.6574  -.9307
.0061  -.6882
.3650  -.0159
-.1353  .3378
.6972  -.0866
-.7041  -.9377
.9566  .1795
-.8552  .1633
.5489  -.6572
-.6435  .2896
.2895  .0278
.6603  -.1236
-.3644  -.7296
-.4991  -.0623
-.7315  -.0342
.1819  -.0564
-.2090  -.5698
.4343  .9215
-.6322  .2822
.5402  .9328
.7668  -.4099
-.0913  -.9092
-.2963  -.0327
.9340  .8056
-.3862  -.6605
.0578  .9053
.4231  .1406
-.2501  -.9106
-.9768  .0895
.4536  -.8506
-.0137  .4786
.9369  -.1311
.8308  -.2391
-.7825  .9564
.8616  -.7815
.1060  -.4126
-.0422  .6125
.9634  .9007
.9460  .0497
-.0313  .9639
.0284  .2806
-.6249  .6205
-.0178  .9747
-.9906  .6988
-.5067  -.0936
-.8432  .6192
-.4175  -.2431
.2505  -.9535
.0708  .9242
-.2009  .3219
-.0751  -.7627
.7231  -.4114
.1644  -.1189
-.7394  -.3314
.0264  -.0519
-.1708  .9960
-.5677  .4151
-.1319  .2244
.4654  .5326
.9201  .9244
.4877  -.7465
-.7683  .1962
-.1322  -.2616
-.0512  -.1511
-.7991  .8983
.3661  .7523
-.1692  .4580
.3094  .5698
.5033  .9586
.4976  .5507
.0430  .1216
.5185  .7658
-.1847  .8207
.6830  -.2634
-.9309  .3751
-.1441  .7570
-.8364  -.0144
.5948  .6920
-.1260  .3174
.5113  -.8376
-.6972  .4430
.0114  -.7224
-.8063  -.7562
-.5286  .6950
-.9025  -.9540
-.2369  -.1823
.2696  .4075
.9747  -.5789
-.3904  -.4380
.5140  .3131
-.5576  .3351
.2275  .6815
.7328  -.2515
-.5014  -.8555
.5168  -.9078
.4950  -.3746
.0387  -.6100
.9273  -.8161
.9408  .3929
.5083  .2870
-.2122  .0701
.4893  -.6425
-.7544  .0602
-.1426  -.7364
-.0143  .0149
-.5529  .7304
.0769  -.4020
-.7080  .1118
.9078  -.8802
-.7307  -.4894
.9205  -.3275
-.1420  -.8942
.2981  .6904
.7321  .0848
-.3290  .4873
-.8327  -.1447
.6079  -.2199
-.1900  .1283
-.4451  .9184
.6866  -.0468
.6183  .0960
-.6954  .1932
.3261  -.0909
-.8599  -.6184
-.8858  -.7614
-.9756  -.8356
-.3072  -.1657
-.8488  .9554
-.5244  -.3030
.2655  .4356
.0010  -.0304
-.4331  -.1802
.1399  -.4243
.5201  .2241
.8513  -.3745
-.0421  .7538
-.7321  .3112
.3681  .1289
-.7478  -.3283
.8440  .6703
.6012  -.7717
.4951  -.8728
.0693  -.9905
.6369  -.6978
-.5825  -.7458
.5967  -.2266
-.1073  .2410
.3944  .8092
-.0069  -.7628
.3632  -.9948
-.0572  -.1510
-.2598  .0966
-.7923  -.0940
.0860  -.3874
.0976  .6336
.1691  .3918
.7623  -.1546
.6364  -.3006
-.0943  .5395
.4629  .0426
.7953  .3224
-.0147  -.0050
-.6593  -.1350
-.8934  -.7302
-.0300  .2079
.9171  -.1523
-.9938  .1463
-.9502  -.6861
-.5451  -.3420
.4821  -.4862
.9204  .2383
-.0162  .3599
.4480  .9189
.3121  -.0424
.7306  .6312
-.8852  .6611
-.9951  -.6174
.8400  -.6943
-.2328  -.4259
.5418  -.6462
.7222  -.1244
-.1668  -.4898
-.1387  .4935
-.1517  -.7434
-.3192  -.0518
-.1952  -.0811
-.1881  .2445
.5394  .3823
.9477  -.6800
.4474  .5999
.3594  -.9168
-.1356  .0101
-.5668  -.4588
.7013  -.0858
-.2111  .4579
-.0792  .7376
.7792  -.6376
-.6907  -.1011
.8253  -.4407
-.3728  -.3766
.3995  .5724
-.1294  -.3255
-.6671  -.8324
.9566  -.4254
.1558  -.4336
.6323  .2312
.7557  .1938
.0883  .7263
-.2178  -.6274
.8021  .9730
.2663  .0286
-.1559  .0349
-.4726  .3894
-.9855  -.0954
-.5868  .3844
.1733  .1755
.7539  -.1083
.4301  .9202
.0313  -.6463
-.3122  .4832
-.8390  -.7173
-.7899  -.4517
-.3576  -.4512
.1134  .0729
-.2903  -.5350
.6953  -.3485
.7509  -.9133
.0386  .5539
.1201  .1216
-.5269  -.0237
.2964  .4237
.2250  .8413
.9541  .8414
.5625  .0142
.7065  -.4382
-.2260  .2530
-.0907  -.5621
-.3409  -.7275
.1064  .5182
.3649  -.6698
-.9899  -.6646
.7888  .3074
.6980  .7085
-.3882  -.1586
.9752  .0259
.5482  -.0652
-.7493  -.7413
-.5708  .1525
-.3371  -.7017
.4330  -.2660
-.5150  .9552
-.3806  .2322
.2885  -.9482
-.1238  .4136
.9242  -.3841
-.8350  .4505
-.0221  -.8725
-.2445  .0679
.4761  -.9774
-.7942  .4107
-.8183  -.9761
-.6956  .2770
-.4672  .0954
-.0158  .9174
.2713  -.3291
.3930  -.5196
-.2000  .7469
-.5582  -.5497
.0221  .2041
-.8645  -.9080
.2670  -.3470
.9522  -.1056
-.3167  .4119
-.5246  .5600
.4328  -.1396
.6615  -.5795
.3991  -.9205
-.3181  -.6811
.0362  .2154
-.8463  -.4219
.9330  .0295
.1643  -.0282
.1881  .4376
.8663  .3469
.2698  -.5763
.4319  -.3633
.5630  -.1639
-.0443  -.4019
.7720  -.3898
-.0889  -.4446
-.8515  .7884
-.2698  -.3146
.0550  -.6763
-.6369  .5944
-.2843  -.9715
-.4328  .9661
.1460  .2296
-.7131  -.1701
-.5664  -.1080
-.5089  -.9911
.3899  .5167
-.3659  .1536
-.6203  .7999
-.1286  -.8674
-.0276  .7720
.1985  .8298
.2081  .1111
.7395  .1020
-.4199  .9509
.5113  -.2006
.0255  -.0913
.9762  -.8425
